ICD9	ICD9.String	PheCode	Phenotype	ICD9Nodots
082	Tick-borne rickettsioses	136	Other infectious and parasitic diseases	082
082.0	Spotted fevers	136	Other infectious and parasitic diseases	0820
082.1	Boutonneuse fever	136	Other infectious and parasitic diseases	0821
082.2	North Asian tick fever	136	Other infectious and parasitic diseases	0822
082.3	Queensland tick typhus	136	Other infectious and parasitic diseases	0823
082.4	Ehrlichiosis	136	Other infectious and parasitic diseases	0824
082.40	Ehrlichiosis, unspecified	136	Other infectious and parasitic diseases	08240
082.41	Ehrlichiosis chafeensis [E. Chafeensis]	136	Other infectious and parasitic diseases	08241
082.49	Other ehrlichiosis	136	Other infectious and parasitic diseases	08249
082.8	Other specified tick-borne rickettsioses	136	Other infectious and parasitic diseases	0828
082.9	Tick-borne rickettsiosis, unspecified	136	Other infectious and parasitic diseases	0829
083	Other rickettsioses	136	Other infectious and parasitic diseases	083
083.0	Q fever	480.1	Bacterial pneumonia	0830
083.1	Trench fever	136	Other infectious and parasitic diseases	0831
083.2	Rickettsialpox	136	Other infectious and parasitic diseases	0832
083.8	Other specified rickettsioses	136	Other infectious and parasitic diseases	0838
083.9	Rickettsiosis NOS	136	Other infectious and parasitic diseases	0839
084	Malaria	133	Arthropod-borne diseases	084
084.0	Falciparum malaria [malignant tertian]	133	Arthropod-borne diseases	0840
084.1	Vivax malaria [benign tertian]	133	Arthropod-borne diseases	0841
084.2	Quartan malaria	133	Arthropod-borne diseases	0842
084.3	Ovale malaria	133	Arthropod-borne diseases	0843
084.4	Other malaria	133	Arthropod-borne diseases	0844
084.5	Mixed malaria	133	Arthropod-borne diseases	0845
084.6	Malaria NOS	133	Arthropod-borne diseases	0846
084.7	Induced malaria	133	Arthropod-borne diseases	0847
084.8	Blackwater fever	133	Arthropod-borne diseases	0848
084.9	Other pernicious complications of malaria	133	Arthropod-borne diseases	0849
085	Leishmaniasis	133	Arthropod-borne diseases	085
085.0	Visceral leishmaniasis	133	Arthropod-borne diseases	0850
085.1	Cutaneous leishmaniasis, urban	133	Arthropod-borne diseases	0851
085.2	Cutaneous leishmaniasis, Asian desert	133	Arthropod-borne diseases	0852
085.3	Cutaneous leishmaniasis, Ethiopian	133	Arthropod-borne diseases	0853
085.4	Cutaneous leishmaniasis, American	133	Arthropod-borne diseases	0854
085.5	Mucocutaneous leishmaniasis, (American)	133	Arthropod-borne diseases	0855
085.9	Leishmaniasis NOS	133	Arthropod-borne diseases	0859
086	Trypanosomiasis	133	Arthropod-borne diseases	086
086.0	Chagas' disease with heart involvement	133	Arthropod-borne diseases	0860
086.1	Chagas' disease with other organ involvement	133	Arthropod-borne diseases	0861
086.2	Chagas' disease without mention of organ involvement	133	Arthropod-borne diseases	0862
086.3	Gambian trypanosomiasis	133	Arthropod-borne diseases	0863
086.4	Rhodesian trypanosomiasis	133	Arthropod-borne diseases	0864
086.5	African trypanosoma NOS	133	Arthropod-borne diseases	0865
086.9	Trypanosomiasis NOS	133	Arthropod-borne diseases	0869
087	Relapsing fever	130	Spirochetal infection	087
087.0	Relapsing fever, louse-borne	130	Spirochetal infection	0870
087.1	Relapsing fever, tick-borne	130	Spirochetal infection	0871
087.9	Relapsing fever NOS	130	Spirochetal infection	0879
088	Other arthropod-borne diseases	133	Arthropod-borne diseases	088
088.0	Bartonellosis	133	Arthropod-borne diseases	0880
088.8	Other specified arthropod-borne diseases	133	Arthropod-borne diseases	0888
088.81	Lyme disease	130.1	Lyme disease	08881
088.82	Babesiosis	133	Arthropod-borne diseases	08882
088.89	Other specified arthropod-borne diseases	133	Arthropod-borne diseases	08889
088.9	Arthropod-borne disease, unspecified	133	Arthropod-borne diseases	0889
090	Congenital syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	090
090.0	Early congenital syphilis, symptomatic	090	Sexually transmitted infections (not HIV or hepatitis)	0900
090.1	Early congenital syphilis, latent	090	Sexually transmitted infections (not HIV or hepatitis)	0901
090.2	Early congenital syphilis, unspecified	090	Sexually transmitted infections (not HIV or hepatitis)	0902
090.3	Syphilitic interstitial keratitis	090	Sexually transmitted infections (not HIV or hepatitis)	0903
090.4	Juvenile neurosyphilis	090	Sexually transmitted infections (not HIV or hepatitis)	0904
090.40	Juvenile neurosyphilis, unspecified	090	Sexually transmitted infections (not HIV or hepatitis)	09040
090.41	Congenital syphilitic encephalitis	090	Sexually transmitted infections (not HIV or hepatitis)	09041
090.42	Congenital syphilitic meningitis	090	Sexually transmitted infections (not HIV or hepatitis)	09042
090.49	Other juvenile neurosyphilis	090	Sexually transmitted infections (not HIV or hepatitis)	09049
090.5	Other late congenital syphilis, symptomatic	090	Sexually transmitted infections (not HIV or hepatitis)	0905
090.6	Late congenital syphilis, latent	090	Sexually transmitted infections (not HIV or hepatitis)	0906
090.7	Late congenital syphilis, unspecified	090	Sexually transmitted infections (not HIV or hepatitis)	0907
090.9	Congenital syphilis NOS	090	Sexually transmitted infections (not HIV or hepatitis)	0909
091	Early syphilis, symptomatic	090	Sexually transmitted infections (not HIV or hepatitis)	091
091.0	Genital syphilis (primary)	090	Sexually transmitted infections (not HIV or hepatitis)	0910
091.1	Primary anal syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	0911
091.2	Other primary syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	0912
091.3	Secondary syphilis of skin or mucous membranes	090	Sexually transmitted infections (not HIV or hepatitis)	0913
091.4	Adenopathy due to secondary syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	0914
091.5	Uveitis due to secondary syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	0915
091.50	Syphilitic uveitis, unspecified	090	Sexually transmitted infections (not HIV or hepatitis)	09150
091.51	Syphilitic chorioretinitis (secondary)	090	Sexually transmitted infections (not HIV or hepatitis)	09151
091.52	Syphilitic iridocyclitis (secondary)	090	Sexually transmitted infections (not HIV or hepatitis)	09152
091.6	Secondary syphilis of viscera and bone	090	Sexually transmitted infections (not HIV or hepatitis)	0916
091.61	Secondary syphilitic periostitis	090	Sexually transmitted infections (not HIV or hepatitis)	09161
091.62	Secondary syphilitic hepatitis	090	Sexually transmitted infections (not HIV or hepatitis)	09162
091.69	Secondary syphilis of other viscera	090	Sexually transmitted infections (not HIV or hepatitis)	09169
091.7	Secondary syphilis, relapse	090	Sexually transmitted infections (not HIV or hepatitis)	0917
091.8	Other forms of secondary syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	0918
091.81	Acute syphilitic meningitis (secondary)	090	Sexually transmitted infections (not HIV or hepatitis)	09181
091.82	Syphilitic alopecia	090	Sexually transmitted infections (not HIV or hepatitis)	09182
091.89	Other forms of secondary syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	09189
091.9	Secondary syphilis NOS	090	Sexually transmitted infections (not HIV or hepatitis)	0919
092	Early syphilis, latent	090	Sexually transmitted infections (not HIV or hepatitis)	092
092.0	Early syphilis, latent, serological relapse after treatment	090	Sexually transmitted infections (not HIV or hepatitis)	0920
092.9	Early syphilis, latent, unspecified	090	Sexually transmitted infections (not HIV or hepatitis)	0929
093	Cardiovascular syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	093
093.0	Aneurysm of aorta, specified as syphilitic	090	Sexually transmitted infections (not HIV or hepatitis)	0930
093.1	Syphilitic aortitis	090	Sexually transmitted infections (not HIV or hepatitis)	0931
093.2	Syphilitic endocarditis	090	Sexually transmitted infections (not HIV or hepatitis)	0932
093.20	Syphilitic endocarditis of valve, unspecified	090	Sexually transmitted infections (not HIV or hepatitis)	09320
093.21	Syphilitic endocarditis of mitral valve	090	Sexually transmitted infections (not HIV or hepatitis)	09321
093.22	Syphilitic endocarditis of aortic valve	090	Sexually transmitted infections (not HIV or hepatitis)	09322
093.23	Syphilitic endocarditis of tricuspid valve	090	Sexually transmitted infections (not HIV or hepatitis)	09323
093.24	Syphilitic endocarditis of pulmonary valve	090	Sexually transmitted infections (not HIV or hepatitis)	09324
093.8	Other specified cardiovascular syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	0938
093.81	Syphilitic pericarditis	090	Sexually transmitted infections (not HIV or hepatitis)	09381
093.82	Syphilitic myocarditis	090	Sexually transmitted infections (not HIV or hepatitis)	09382
093.89	Cardiovascular syph NEC	090	Sexually transmitted infections (not HIV or hepatitis)	09389
093.9	Cardiovascular syphilis, unspecified	090	Sexually transmitted infections (not HIV or hepatitis)	0939
094	Neurosyphilis	090	Sexually transmitted infections (not HIV or hepatitis)	094
094.0	Tabes dorsalis	090	Sexually transmitted infections (not HIV or hepatitis)	0940
094.1	General paresis	090	Sexually transmitted infections (not HIV or hepatitis)	0941
094.2	Syphilitic meningitis	090	Sexually transmitted infections (not HIV or hepatitis)	0942
094.3	Asymptomatic neurosyphilis	090	Sexually transmitted infections (not HIV or hepatitis)	0943
094.8	Other specified neurosyphilis	090	Sexually transmitted infections (not HIV or hepatitis)	0948
094.81	Syphilitic encephalitis	090	Sexually transmitted infections (not HIV or hepatitis)	09481
094.82	Syphilitic Parkinsonism	090	Sexually transmitted infections (not HIV or hepatitis)	09482
094.83	Syphilitic disseminated retinochoroiditis	090	Sexually transmitted infections (not HIV or hepatitis)	09483
094.84	Syphilitic optic atrophy	090	Sexually transmitted infections (not HIV or hepatitis)	09484
094.85	Syphilitic retrobulbar neuritis	090	Sexually transmitted infections (not HIV or hepatitis)	09485
094.86	Syphilitic acoustic neuritis	090	Sexually transmitted infections (not HIV or hepatitis)	09486
094.87	Syphilitic ruptured cerebral aneurysm	090	Sexually transmitted infections (not HIV or hepatitis)	09487
094.89	Other specified neurosyphilis	090	Sexually transmitted infections (not HIV or hepatitis)	09489
094.9	Neurosyphilis NOS	090	Sexually transmitted infections (not HIV or hepatitis)	0949
095	Other forms of late syphilis, with symptoms	090	Sexually transmitted infections (not HIV or hepatitis)	095
095.0	Syphilitic episcleritis	090	Sexually transmitted infections (not HIV or hepatitis)	0950
095.1	Syphilis of lung	090	Sexually transmitted infections (not HIV or hepatitis)	0951
095.2	Syphilitic peritonitis	090	Sexually transmitted infections (not HIV or hepatitis)	0952
095.3	Syphilis of liver	090	Sexually transmitted infections (not HIV or hepatitis)	0953
095.4	Syphilis of kidney	090	Sexually transmitted infections (not HIV or hepatitis)	0954
095.5	Syphilis of bone	090	Sexually transmitted infections (not HIV or hepatitis)	0955
095.6	Syphilis of muscle	090	Sexually transmitted infections (not HIV or hepatitis)	0956
095.7	Syphilis of synovium, tendon, and bursa	090	Sexually transmitted infections (not HIV or hepatitis)	0957
095.8	Other specified forms of late symptomatic syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	0958
095.9	Late symptomatic syphilis, unspecified	090	Sexually transmitted infections (not HIV or hepatitis)	0959
096	Late syphilis latent	090	Sexually transmitted infections (not HIV or hepatitis)	096
097	Other and unspecified syphilis	090	Sexually transmitted infections (not HIV or hepatitis)	097
097.0	Late syphilis NOS	090	Sexually transmitted infections (not HIV or hepatitis)	0970
097.1	Latent syphilis NOS	090	Sexually transmitted infections (not HIV or hepatitis)	0971
097.9	Syphilis NOS	090	Sexually transmitted infections (not HIV or hepatitis)	0979
098	Gonococcal infections	090.2	Gonococcal infections	098
098.0	Gonococcal infection (acute) of lower genitourinary tract	090.2	Gonococcal infections	0980
098.1	Gonococcal infection (acute) of upper genitourinary tract	090.2	Gonococcal infections	0981
098.10	Gonococcal infection (acute) of upper genitourinary tract, site unspecified	090.2	Gonococcal infections	09810
098.11	Gonococcal cystitis (acute)	090.2	Gonococcal infections	09811
098.12	Gonococcal prostatitis (acute)	090.2	Gonococcal infections	09812
098.13	Gonococcal epididymo-orchitis (acute)	090.2	Gonococcal infections	09813
098.14	Gonococcal seminal vesiculitis (acute)	090.2	Gonococcal infections	09814
098.15	Gonococcal cervicitis (acute)	090.2	Gonococcal infections	09815
098.16	Gonococcal endometritis (acute)	090.2	Gonococcal infections	09816
098.17	Gonococcal salpingitis, specified as acute	090.2	Gonococcal infections	09817
098.19	Other gonococcal infection (acute) of upper genitourinary tract	090.2	Gonococcal infections	09819
098.2	Gonococcal infection, chronic, of lower genitourinary tract	090.2	Gonococcal infections	0982
098.3	Gonococcal infection, chronic, of upper genitourinary tract	090.2	Gonococcal infections	0983
098.30	Chronic gonococcal infection of upper genitourinary tract, site unspecified	090.2	Gonococcal infections	09830
098.31	Gonococcal cystitis, chronic	090.2	Gonococcal infections	09831
098.32	Gonococcal prostatitis, chronic	090.2	Gonococcal infections	09832
098.33	Gonococcal epididymo-orchitis, chronic	090.2	Gonococcal infections	09833
